4.107,-0.393
4.339,-0.379
4.571,-0.364
4.803,-0.35
5.035,-0.335
5.268,-0.321
5.5,-0.306
5.732,-0.292
5.964,-0.277
6.196,-0.263
6.428,-0.248
6.66,-0.234
6.892,-0.219
7.124,-0.205
7.356,-0.191
7.588,-0.176
7.821,-0.162
8.053,-0.147
8.285,-0.133
8.517,-0.118
8.749,-0.104
8.981,-0.089
9.213,-0.075
9.445,-0.06
9.677,-0.046
9.91,-0.031
10.142,-0.017
10.374,-0.002
10.606,0.012
10.838,0.026
11.07,0.041
11.302,0.055
11.534,0.07
11.766,0.084
11.998,0.099
12.231,0.113
12.463,0.128
12.695,0.142
12.927,0.157
13.159,0.171
13.391,0.186
13.623,0.2
13.855,0.214
14.087,0.229
14.319,0.243
14.552,0.258
14.784,0.272
15.016,0.287
15.248,0.301
15.48,0.316
15.712,0.33
15.944,0.345
16.176,0.359
16.408,0.374
16.64,0.388
16.873,0.403
17.105,0.417
17.337,0.431
17.569,0.446
17.801,0.46
18.033,0.475
18.265,0.489
18.497,0.646
18.729,0.81
18.961,0.974
19.194,1.138
19.426,1.302
19.658,1.466
19.89,1.63
20.122,1.794
20.354,1.958
20.586,2.121
20.818,2.285
21.05,2.449
21.282,2.613
21.515,2.777
21.747,2.941
21.979,3.105
22.211,3.269
22.443,3.433
22.675,3.597
22.907,3.761
23.139,3.924
23.371,4.088
23.603,4.252
23.836,4.416
24.068,4.58
24.3,4.744
24.532,4.908
24.764,5.072
24.996,5.236
25.228,5.4
25.46,5.564
25.692,5.727
25.924,5.891
26.156,6.055
26.389,6.219
26.621,6.383
26.853,6.547
27.085,6.711
27.317,6.875
27.549,7.039
27.781,7.203
28.013,7.367
28.245,7.53
28.477,7.694
28.71,7.858
28.942,8.022
29.174,8.186
29.406,8.35
29.638,8.514
29.87,8.678
30.102,8.842
30.334,9.006
30.566,9.17
30.798,9.334
31.031,9.497
31.263,9.661
31.495,9.825
31.727,9.989
31.959,10.153
32.191,10.317
32.423,10.481
32.655,10.483
32.887,10.467
33.119,10.452
33.352,10.436
33.584,10.42
33.816,10.405
34.048,10.389
34.28,10.373
34.512,10.358
34.744,10.342
34.976,10.327
35.208,10.311
35.441,10.295
35.673,10.28
35.905,10.264
36.137,10.248
36.369,10.233
36.601,10.217
36.833,10.202
37.065,10.186
37.297,10.17
37.529,10.155
37.762,10.139
37.994,10.123
38.226,10.108
38.458,10.092
38.69,10.076
38.922,10.061
39.154,10.045
39.386,10.03
39.618,10.014
39.85,9.998
40.083,9.983
40.315,9.967
40.547,9.951
40.779,9.936
41.011,9.92
41.243,9.904
41.475,9.889
41.707,9.873
41.939,9.858
42.171,9.842
42.404,9.826
42.636,9.811
42.868,9.795
43.1,9.779
43.332,9.764
43.564,9.748
43.796,9.733
44.028,9.717
44.26,9.701
44.492,9.686
44.725,9.67
44.957,9.654
45.189,9.639
45.421,9.623
45.653,9.607
45.885,9.592
46.117,9.576
46.349,9.561
46.581,9.545
46.813,9.529
47.046,9.514
47.278,9.426
47.51,9.316
47.742,9.207
47.974,9.097
48.206,8.988
48.438,8.878
48.67,8.768
48.902,8.659
49.134,8.549
49.367,8.44
49.599,8.33
49.831,8.22
50.063,8.111
50.295,8.001
50.527,7.891
50.759,7.782
50.991,7.672
51.223,7.563
51.455,7.453
51.688,7.343
51.92,7.234
52.152,7.124
52.384,7.014
52.616,6.905
52.848,6.795
53.08,6.686
53.312,6.576
53.544,6.466
53.776,6.357
54.009,6.247
54.241,6.137
54.473,6.028
54.705,5.918
54.937,5.809
55.169,5.699
55.401,5.589
55.633,5.48
55.865,5.37
56.097,5.26
56.33,5.151
56.562,5.041
56.794,4.932
57.026,4.822
57.258,4.712
57.49,4.603
57.722,4.493
57.954,4.384
58.186,4.274
58.418,4.164
58.651,4.055
58.883,3.945
59.115,3.835
59.347,3.726
59.579,3.616
59.811,3.507
60.043,3.397
60.275,3.287
60.507,3.178
60.739,3.068
60.972,3.032
61.204,3.014
61.436,2.996
61.668,2.978
61.9,2.96
62.132,2.942
62.364,2.924
62.596,2.906
62.828,2.888
63.06,2.87
63.293,2.852
63.525,2.834
63.757,2.816
63.989,2.798
64.221,2.78
64.453,2.762
64.685,2.744
64.917,2.726
65.149,2.708
65.381,2.69
65.614,2.672
65.846,2.653
66.078,2.635
66.31,2.617
66.542,2.599
66.774,2.581
67.006,2.563
67.238,2.545
67.47,2.527
67.702,2.509
67.935,2.491
68.167,2.473
68.399,2.455
68.631,2.437
68.863,2.419
69.095,2.401
69.327,2.383
69.559,2.365
69.791,2.347
70.023,2.329
70.256,2.311
70.488,2.293
70.72,2.275
70.952,2.256
71.184,2.238
71.416,2.22
71.648,2.202
71.88,2.184
72.112,2.166
72.344,2.148
72.577,2.13
72.809,2.112
73.041,2.094
73.273,2.076
73.505,2.058
73.737,2.04
73.969,2.022
74.201,2.004
74.433,1.986
74.665,1.968
74.898,1.95
75.13,1.932
75.362,1.914
75.594,1.896
75.826,1.878
76.058,1.86
76.29,1.841
76.522,1.823
76.754,1.805
76.986,1.787
77.219,1.769
77.451,1.751
77.683,1.733
77.915,1.715
78.147,1.697
78.379,1.679
78.611,1.661
78.843,1.643
79.075,1.625
79.307,1.607
79.54,1.589
79.772,1.571
80.004,1.553
80.236,1.535
80.468,1.517
80.7,1.499
80.932,1.481
81.164,1.463
81.396,1.444
81.628,1.426
81.861,1.408
82.093,1.39
82.325,1.372
82.557,1.354
82.789,1.336
83.021,1.318
83.253,1.3
83.485,1.282
83.717,1.264
83.949,1.246
84.182,1.228
84.414,1.21
84.646,1.192
84.878,1.174
85.11,1.156
85.342,1.138
85.574,1.12
85.806,1.102
86.038,1.084
86.27,1.066
86.503,1.048
86.735,1.029
86.967,1.011
87.199,0.993
87.431,0.975
87.663,0.957
87.895,0.939
88.127,0.921
88.359,0.903
88.591,0.885
88.824,0.867
89.056,0.849
89.288,0.831
89.52,0.813
89.752,0.795
89.984,0.752
90.216,0.707
90.448,0.661
90.68,0.616
90.912,0.57
91.145,0.524
91.377,0.479
91.609,0.433
91.841,0.388
92.073,0.342
92.305,0.297
92.537,0.251
92.769,0.206
93.001,0.16
93.233,0.115
93.466,0.069
93.698,0.024
93.93,-0.022
94.162,-0.068
94.394,-0.113
94.626,-0.159
94.858,-0.204
95.09,-0.25
95.322,-0.295
95.554,-0.341
95.787,-0.386
96.019,-0.432
96.251,-0.477
96.483,-0.523
96.715,-0.568
96.947,-0.614
97.179,-0.66
97.411,-0.705
97.643,-0.751
97.875,-0.796
98.108,-0.842
98.34,-0.887
98.572,-0.933
98.804,-0.978
99.036,-1.024
99.268,-1.069
99.5,-1.115
99.732,-1.161
99.964,-1.206
100.196,-1.252
100.429,-1.297
100.661,-1.343
100.893,-1.388
101.125,-1.434
101.357,-1.479
101.589,-1.525
101.821,-1.57
102.053,-1.616
102.285,-1.661
102.517,-1.707
102.75,-1.753
102.982,-1.798
103.214,-1.844
103.446,-1.889
103.678,-1.935
103.91,-1.98
104.142,-2.026
104.374,-2.071
104.606,-2.117
104.838,-2.162
105.071,-2.208
105.303,-2.253
105.535,-2.299
105.767,-2.345
105.999,-2.39
106.231,-2.436
106.463,-2.481
106.695,-2.527
106.927,-2.572
107.159,-2.618
107.392,-2.663
107.624,-2.709
107.856,-2.754
108.088,-2.8
108.32,-2.845
108.552,-2.891
108.784,-2.937
109.016,-2.982
109.248,-3.028
109.48,-3.073
109.713,-3.119
109.945,-3.164
110.177,-3.21
110.409,-3.255
110.641,-3.301
110.873,-3.346
111.105,-3.392
111.337,-3.438
111.569,-3.483
111.801,-3.529
112.034,-3.574
112.266,-3.62
112.498,-3.665
112.73,-3.711
112.962,-3.756
113.194,-3.802
113.426,-3.847
113.658,-3.893
113.89,-3.938
114.122,-3.984
114.355,-4.03
114.587,-4.075
114.819,-4.121
115.051,-4.166
115.283,-4.212
115.515,-4.257
115.747,-4.303
115.979,-4.348
116.211,-4.394
116.443,-4.439
116.676,-4.485
116.908,-4.53
117.14,-4.576
117.372,-4.622
117.604,-4.667
117.836,-4.713
118.068,-4.758
118.3,-4.804
118.532,-4.849
118.764,-4.895
118.997,-4.94
119.229,-4.986
119.461,-5.031
119.693,-5.077
119.925,-5.123
